east,north,zygosity,twin1,twin2
12,9,2,1.53441196035538,-0.0897514220832446
13,9,1,-1.25546265296354,-0.887276654191785
13,9,2,-1.26168552326414,-0.624370404071821
13,9,2,0.650336819419226,1.43103248885714
14,9,1,-0.412820251261323,0.21032654247814
14,9,2,-0.0565398306415484,-0.549712532034235
14,9,2,-0.810315133235083,-1.91136912549424
15,9,1,-0.101028787816334,-1.46065553605636
15,9,2,1.50814979287696,0.507881665392036
15,9,2,-0.547855500462858,0.883255187153885
16,9,1,-0.0385199490150475,-0.187372666862384
16,9,2,0.97324432797272,0.645957059769711
16,9,2,-0.0420950399960339,-1.17467674539401
17,9,1,0.158418629732687,0.141854408672313
17,9,2,0.29894322515479,-0.0489897323155824
17,9,2,-1.8473415849004,-0.736659244098536
18,9,1,0.436707645302102,1.17141475905961
18,9,2,-1.01421578165941,-0.946679933716535
18,9,2,0.451778059932207,-1.47631187965004
19,9,1,0.735265588255768,0.320086705062184
19,9,2,-0.120243743181239,-0.820781791393703
19,9,2,2.00725248186198,-0.425081885103626
20,9,1,1.52208666946848,1.85190817216188
20,9,2,-0.116375611566018,-2.31527163079797
20,9,2,-0.016698043186764,-0.997650715837166
21,9,1,-1.42999857669234,-2.0126924100639
21,9,2,0.801239866104747,0.989165597663943
21,9,2,-1.1935960147301,-0.390472137064703
22,9,1,1.07888010749988,1.11780917769814
22,9,2,-0.674258316836559,-0.271186300463824
22,9,2,0.459735198869668,0.861102429804009
23,9,1,-0.786212441700216,0.419046761923109
23,9,2,1.33878791118683,1.58267256701978
23,9,2,-0.984037391909765,-0.617804472149764
24,9,1,0.234099749949271,0.482539830095453
24,9,2,0.170199624739671,-0.39007020496846
24,9,2,-2.04434377829548,-2.03025632630428
25,9,1,-0.219850834018252,-1.2930377142467
25,9,2,-0.805028750940768,0.000223101987980312
25,9,2,-0.108943100113395,0.0320848642942982
26,9,1,-0.350132438920922,-0.761836575311005
26,9,2,0.816684376351048,0.129223755868108
26,9,2,-0.544676075560081,-1.50373952271443
27,9,1,1.02225439816948,1.50318442047597
27,9,2,0.658634375538846,0.808126713739457
27,9,2,0.318974610936632,1.1120402399558
28,9,1,2.35202553883401,2.69428806789073
28,9,2,0.0247550158327951,-0.602064120099864
28,9,2,-0.148540628070935,-1.26435476235835
29,9,1,1.85203158338606,1.51764453763406
29,9,2,-0.220407043426753,0.374867253326564
29,9,2,0.363382640809379,-0.431819977606686
30,9,1,0.153221168668496,-0.126190457164936
30,9,2,1.96434099409302,2.20171220610499
30,9,2,0.322797499278502,0.841803521356503
31,9,1,-0.329265380443546,-0.506025194241807
31,9,2,-2.14328078683385,-1.92057637295855
31,9,2,-0.115694954625664,0.417080303787845
32,9,1,-0.22473080625061,-0.0750306195340755
32,9,2,-0.272337016736318,-1.52395982930484
32,9,2,2.20419234324768,-0.376795004547131
33,9,1,0.257449593569383,0.10926037235241
33,9,2,-1.94556862037898,-2.14851919693395
33,9,2,1.31665099334126,2.62371723718497
34,9,1,0.365949757651665,0.871304934056949
34,9,2,-0.78447438457465,0.224483531115856
34,9,2,-2.69236447839194,-2.20975268237024
35,9,1,1.03832599064934,0.868917091552236
35,9,2,-0.436395183816907,-0.653922357376495
35,9,2,2.0901336246187,1.07533637129384
36,9,1,0.308421143754011,0.242415060471412
36,9,2,-0.410208835458289,0.585761970860855
36,9,2,0.360890214346585,1.01535949903634
37,9,1,0.646361123417254,1.11951668288812
37,9,2,-0.475951859782986,-0.666402050106102
37,9,2,1.38315249265845,-0.0435852920019221
38,9,1,-0.890420301733073,-0.606791951215072
38,9,2,2.00098635599799,1.55735286652576
38,9,2,-1.16153671001871,-0.187148817278446
39,9,1,0.375098685883981,0.391419258246931
39,9,2,-0.622514598265169,-0.22654476202814
39,9,2,-0.415895828861853,-0.162659877611602
40,9,1,-0.54828283749761,-0.345209414199447
40,9,2,-0.396312062117586,1.35302669037965
40,9,2,0.070904025197485,-0.35367322756039
41,9,1,1.53712706118742,1.66408724262602
41,9,2,1.79538912027748,2.25514924132486
41,9,2,0.173997632961967,-0.296676245331074
42,9,1,0.630252815962328,0.640215508737437
42,9,2,-0.392114382254252,-1.88394361518967
42,9,2,-1.58146239517132,0.0552338872813311
43,9,1,0.106405168439475,0.898435024838339
43,9,2,0.805269225987306,0.326851271275883
43,9,2,-0.584928561408627,-1.17649933749462
44,9,1,-0.143175012490227,-0.0965512170249083
44,9,2,-0.929195378112312,-1.34607667089701
44,9,2,-0.0203658529287792,-0.11873060599172
45,9,1,-1.23871939616529,-1.0057422939575
45,9,2,-0.988879483150805,-2.39497675075639
45,9,2,0.181939828110933,-0.908527205544803
46,9,1,2.49273463108466,2.30576170714684
46,9,2,0.933761272361035,2.28260860201701
46,9,2,-1.13938905002615,-1.08917168553263
47,9,1,-2.38013732078188,-1.46731629274502
47,9,2,1.32305446042856,1.19536366007668
47,9,2,1.61434409025248,0.495405224724853
48,9,1,-0.927123954468318,-0.441971986005429
48,9,2,1.04205340541931,1.17309910734824
48,9,2,-1.1509409432443,0.293821896356445
49,9,1,1.95032810111177,0.896554591354077
49,9,2,-0.819607573346407,-1.56523493989333
49,9,2,0.822198638827757,0.0535546240756055
50,9,1,-0.255318865335045,-0.124232106078481
50,9,2,0.0680099499771303,-0.913688662374462
50,9,2,-0.307171670717276,-0.0503211215466606
1,10,1,-1.45287721143001,-0.876557712733055
1,10,2,1.50544004763037,0.948817331226885
1,10,2,-0.0893407234221266,0.330579630087625
2,10,1,0.899974235643316,0.581619367449404
2,10,2,-0.313868038840941,-0.046768450571804
2,10,2,1.59879626005088,1.83859524791989
3,10,1,-0.50781405793461,-1.02319945974952
3,10,2,-0.00209477030529903,0.860049638138341
3,10,2,-1.47541528392957,-1.80853633190628
4,10,1,-0.929156409134754,-1.31132411335927
4,10,2,0.148232784134431,0.205815524511526
4,10,2,0.26894562541632,-0.0386870322160831
5,10,1,0.0590470094229951,-0.160385130083899
5,10,2,-0.237820321197743,-0.286656398935716
5,10,2,-0.207112051043032,-0.558299959716912
6,10,1,-0.397063218706969,-0.349228634251291
6,10,2,0.698228954418499,0.572492231047401
6,10,2,3.00770902059246,0.651040063405536
7,10,1,1.14932073318799,1.2021146828076
7,10,2,1.17776679045028,0.792650823908098
7,10,2,1.0036477793572,0.408864070458431
8,10,1,0.248033213178746,0.0597625395149966
8,10,2,-0.834652573715483,0.46060518295922
8,10,2,-0.676554555711038,-1.8849673482968
9,10,1,-0.274331705651191,-0.048473271916073
9,10,2,1.16353805777467,-0.0932959204442735
9,10,2,-2.0062231786991,-1.22724383714555
10,10,1,0.0496723464257485,0.533085211712055
10,10,2,1.70853167942089,0.650267118675443
10,10,2,0.154981627626633,-1.04159721306112
11,10,1,-0.112892200799566,-0.291566860025568
11,10,2,0.730550741820655,2.41063317545014
11,10,2,-2.47731548442771,-0.854361013619718
12,10,1,0.0983839383269258,0.636252485459405
12,10,2,0.582065004210788,1.18779179969815
12,10,2,0.380190387566237,2.08839810671548
13,10,1,-1.07541908464949,-1.58266795600907
13,10,2,-1.81326922402736,-0.446035997040646
13,10,2,-0.821732228222719,0.21525838099054
14,10,1,0.551356999228221,1.41980947919952
14,10,2,1.24509566917683,1.1540838045104
14,10,2,0.2498696484048,0.0818846693897076
15,10,1,1.02697787544976,1.70203620343578
15,10,2,1.26020020106505,-0.137333933867981
15,10,2,-0.19270007483127,0.8155739428193
16,10,1,1.20195575441546,0.970521450343184
16,10,2,-0.332732920960315,-0.531627322380154
16,10,2,-0.152240976601567,2.32984596248352
17,10,1,-0.0304254649058953,-0.898721081362678
17,10,2,-0.263277244070193,1.389190388342
17,10,2,0.357625601201065,0.42623620548306
18,10,1,-0.626510114924228,0.148730762274039
18,10,2,1.25391078566359,1.36790478144695
18,10,2,-0.153162276782596,-2.24503042297119
19,10,1,-0.663793600667821,-0.233217112882451
19,10,2,1.09512810839716,0.509923294356797
19,10,2,-0.629329193778479,-0.570868597234163
20,10,1,-2.34069889400474,-2.22554631705552
20,10,2,-1.59412916488438,-1.03585988481134
20,10,2,-1.10297413061958,-0.893611392534116
21,10,1,-1.06651614683946,-1.74621367464732
21,10,2,-0.123151141086254,0.0525475819570344
21,10,2,-0.748240922361869,-1.28575254475269
22,10,1,-0.799941713983439,-0.435162510389082
22,10,2,2.09787345524325,1.95784602906352
22,10,2,1.12775813159271,0.30799443025394
23,10,1,-0.681728335100502,-0.688108333490242
23,10,2,0.284329032329242,0.216872034232931
23,10,2,-0.341517234737191,0.275682793179145
24,10,1,-0.823119475128969,-1.37112575526233
24,10,2,-1.66128775084578,-0.638902924714762
24,10,2,-0.00520627108701727,-0.750511533190092
25,10,1,0.424707147651791,0.367389917337697
25,10,2,-1.02329938931124,0.162209652593433
25,10,2,-1.57574978391696,-0.874729928516616
26,10,1,0.968871739015089,0.266037551263498
26,10,2,0.614488905474072,-0.263471038902126
26,10,2,0.786168717633583,0.657499398272494
27,10,1,-1.66172744540271,-1.97331819084024
27,10,2,-1.8425088748744,-0.828478106471238
27,10,2,1.38080223550753,1.63904489291523
28,10,1,0.0479553409143885,0.222587128241799
28,10,2,-0.520175449753977,-0.0743515922231913
28,10,2,-0.604970285054747,-0.602154635947784
29,10,1,-0.869257187143512,-1.36837461843852
29,10,2,-1.21181375173848,-1.73150224039166
29,10,2,-1.13620474188067,-0.383902651668677
30,10,1,-2.18878357080154,-2.27326308040169
30,10,2,0.13553317906967,0.0447957802070272
30,10,2,0.563817804521247,0.258873260155046
31,10,1,1.77290315259305,0.941207108336623
31,10,2,-0.381530180345806,1.37143558318103
31,10,2,1.32302636284374,-0.742097763537972
32,10,1,-1.25069517180602,-1.91752896221675
32,10,2,1.52293126097523,1.40443577744546
32,10,2,1.4624910187079,0.0662747025882077
33,10,1,-1.76333806358077,-2.20285549566114
33,10,2,0.546090006520863,1.72771183943823
33,10,2,-2.09908691798538,-1.72492586473606
34,10,1,-0.259102632377463,-0.46610897926708
34,10,2,0.543661718389845,1.18857736452175
34,10,2,1.35025868401073,-0.683923903663726
35,10,1,0.428797333808581,0.295330787463545
35,10,2,-0.446097062342697,0.352502145079976
35,10,2,-0.835792249530447,-1.6329091127211
36,10,1,0.174889431833175,-0.691833007552108
36,10,2,1.48874013017405,0.0268367570140541
36,10,2,0.14030133014769,-0.507091544060013
37,10,1,0.796904597537057,0.727300329072875
37,10,2,0.00551723575586385,-0.263154666169717
37,10,2,-0.580787797774214,-0.435614721372967
38,10,1,1.43424432682448,1.78171572137557
38,10,2,-0.0875661925498192,-1.38124921955292
38,10,2,-1.78967447230871,-1.76218789916211
39,10,1,-0.324692859663945,-0.590667499909856
39,10,2,-0.792272948288832,-1.040245925691
39,10,2,0.167810154133808,-0.0713838118433311
40,10,1,-1.35106040840069,-1.77978014883763
40,10,2,-1.78464339088908,0.013852136126757
40,10,2,-0.523056492111659,-2.18591801095402
41,10,1,-1.3975075337705,-1.18400959488801
41,10,2,0.179605335761127,-0.218227326292775
41,10,2,-0.00199323583784004,-0.224428956673918
42,10,1,0.291787685139469,-0.245979013510782
42,10,2,0.534058202364439,0.261440355706043
42,10,2,-0.54059477752126,0.784566148291011
43,10,1,-0.899543237215147,-1.08839558028899
43,10,2,-1.86893060283559,-2.01958021417036
43,10,2,0.526888690818306,0.112372211468335
44,10,1,0.38070453512358,-0.754266749296374
44,10,2,-0.160456676240441,0.830662875618678
44,10,2,-1.69087124336473,-1.38634545702432
45,10,1,1.16585569292277,1.4563869134187
45,10,2,-0.210695480809454,-0.105553952198373
45,10,2,-0.992620618443921,-0.449226850055909
46,10,1,-0.352774570287229,-0.250853982984918
46,10,2,0.929200953722421,0.713406730714457
46,10,2,1.78251315966457,0.861765887202092
47,10,1,0.331420149225169,0.337807066545164
47,10,2,0.662490670665784,-1.07248711952782
47,10,2,0.396878156954166,0.796638201268595
48,10,1,-1.09971315682087,-0.740225431634003
48,10,2,1.51820103896272,1.37784669795534
48,10,2,-0.201845781490053,-0.0150944861740964
49,10,1,-0.598207021908781,-0.0141512921942012
49,10,2,-0.495077534540178,-0.0207420370265713
49,10,2,-1.46171756832488,-0.140182413015707
50,10,1,1.21289892856157,2.21485234092008
50,10,2,1.27154652942821,-0.272500742515989
50,10,2,0.6101161151065,-2.18962226248048
1,11,1,0.968914444306565,0.438376459031279
1,11,2,0.523415582156549,0.774630842040916
1,11,2,-1.18764519687023,-0.629732683634759
2,11,1,-1.14688768312243,-0.903651234911635
2,11,2,0.380272223366833,0.680408450637618
2,11,2,-1.16666302783518,-0.559088462008198
3,11,1,0.381464849801041,0.884773400685552
3,11,2,-0.462226103977837,1.11165979654758
3,11,2,-0.454121814110845,0.305103119941011
4,11,1,0.307932902125458,0.37817461871572
4,11,2,-0.745657919406698,-1.4238630155685
4,11,2,0.227882253747149,-1.64215376325263
5,11,1,-0.174915189299897,0.0678510722412673
5,11,2,0.433662461058637,0.960185496471426
5,11,2,0.261184552777707,-0.463136510984879
6,11,1,0.519152142984016,0.22337557831756
6,11,2,-0.792014472544309,0.85962677693683
6,11,2,-0.890337848886427,-0.95505130462314
7,11,1,-1.34972216698166,-0.951282114812585
7,11,2,-0.264571713864881,-0.911497205715024
7,11,2,-0.726909009755948,-0.446958395910656
8,11,1,0.363280603771602,-0.542582277867001
8,11,2,0.238933171779335,-0.685483323688933
8,11,2,0.580255967398969,0.400030407997975
9,11,1,1.55186792377961,1.89208239979789
9,11,2,-0.246313562251083,-0.749357368982605
9,11,2,0.293927073879478,0.799522391844005
10,11,1,0.563552142961311,0.251372471308064
10,11,2,-0.630310819052492,0.438702391227291
10,11,2,0.60872393355264,-0.414052754858986
11,11,1,-1.69739139469386,-1.6020851121753
11,11,2,-1.28019859840225,-0.759792137026047
11,11,2,-0.280637691812945,0.0564757412092725
12,11,1,-0.748969703316799,-0.250835662634905
12,11,2,-0.246591198547001,-0.447797386093775
12,11,2,0.0501488970642051,0.819699497290924
13,11,1,-0.371842501535616,-0.0196401698820965
13,11,2,2.37137852691529,1.6479651923906
13,11,2,-0.382127992659585,-0.0710109411450003
14,11,1,-0.643280070630684,-0.842704300578309
14,11,2,-0.0847958316289399,-0.52372097069554
14,11,2,0.732910482558831,-0.95848335851388
15,11,1,0.178845522275356,-0.578593493341793
15,11,2,-0.835695763646361,-0.454718601405174
15,11,2,-0.81943930304778,-0.0857024675227002
16,11,1,-1.60100079330403,-0.999669731857159
16,11,2,-0.0391831787630868,-0.0464495916934098
16,11,2,2.41748757203971,1.18249945708182
17,11,1,1.52278194351732,0.800531304474459
17,11,2,-0.013286261965765,-0.853438919873424
17,11,2,-1.19234094700491,-1.96599991873983
18,11,1,1.82520228110621,1.69399027797659
18,11,2,-0.74778308819233,-0.00424723642483288
18,11,2,-0.107246631397409,-0.890099054563747
19,11,1,1.6143969549473,1.30747877347823
19,11,2,1.61544590209084,-0.285186225915775
19,11,2,0.426397511215504,-0.286990125621083
20,11,1,-0.233252325952699,0.171164007291303
20,11,2,-0.295902401694203,-0.648811715992094
20,11,2,0.366518408169229,1.18161707352096
21,11,1,0.227280771584876,0.164024174227151
21,11,2,0.971526022309355,1.57299770311555
21,11,2,1.77638064634485,2.42250159475156
22,11,1,-0.82883785709009,-0.541430641552825
22,11,2,-0.139596749465257,-0.292127438054025
22,11,2,-2.79315999351957,-1.95018473787554
23,11,1,0.698670357448021,-0.617519127715896
23,11,2,0.754989546623543,1.00256518972242
23,11,2,-0.585928751630914,0.90986806693361
24,11,1,0.435942618253563,0.765335147688646
24,11,2,-0.0839991931497671,0.566713485814204
24,11,2,-0.586014778470053,-0.98477833850742
25,11,1,-0.833333286689456,-0.688886706554266
25,11,2,0.436779846813708,0.0757486499457209
25,11,2,-0.660932103273389,-0.870531084988943
26,11,1,-1.18730322302339,-0.843498263497593
26,11,2,-0.851025795879558,0.104640594906461
26,11,2,-1.0988009120645,-1.49977886013249
27,11,1,-0.644162651009092,-1.17251846485034
27,11,2,-0.29744229333883,0.341092701669175
27,11,2,1.47899716760239,0.321754272316706
28,11,1,1.39500177945388,0.86792534016451
28,11,2,-0.84000859952898,-0.7634161075927
28,11,2,-1.62523121826209,0.291913881600841
29,11,1,2.26300036551287,1.53551389311023
29,11,2,-0.0889350430345932,-0.534161635636614
29,11,2,0.0821003396862078,1.57207630318848
30,11,1,-0.230783494895422,-0.518307797502119
30,11,2,-0.395269942348649,0.468592002741261
30,11,2,0.678240666312035,1.6917936720053
31,11,1,0.368262963568142,-0.454931063811923
31,11,2,1.10105050187102,0.0221216926585669
31,11,2,-0.00678204708463487,-0.861801535837214
32,11,1,0.164415798833822,0.434656613518003
32,11,2,-0.424739771558107,-1.10614445790089
32,11,2,-1.12287386728197,-1.60055248658678
33,11,1,1.60586895035036,0.878277249467015
33,11,2,0.63356295243629,0.687666020231426
33,11,2,0.761648395578919,0.851643718376192
34,11,1,-1.26450445833809,-1.89888654761791
34,11,2,-0.949743966405567,-0.0163451344816999
34,11,2,0.620848804117023,-0.114866357436981
35,11,1,0.540873375352872,0.485874990870279
35,11,2,0.0649783701438732,-0.165951537337982
35,11,2,-3.12641879185798,-2.11344525300718
36,11,1,-0.0821142366257339,-0.431294070446048
36,11,2,1.41146322693051,0.251683364267525
36,11,2,-0.168527591714831,1.15259392610597
37,11,1,-1.759117374544,-1.13039761127654
37,11,2,-1.3288792093489,-0.374595205679415
37,11,2,0.295997248905863,0.593962555125861
38,11,1,0.00331570654144481,0.369058757556251
38,11,2,-0.272810071126478,0.810740469500371
38,11,2,0.487156565632269,0.777805830851085
39,11,1,0.381435936598441,0.890677051815941
39,11,2,-0.811358490417369,-0.0577461853862885
39,11,2,-0.32634644020687,-1.42340764180801
40,11,1,1.00019958625989,0.667089225078542
40,11,2,-0.962102341672807,0.632610826150068
40,11,2,0.343294025548118,-0.638924019885337
41,11,1,-0.472303165103734,-0.292700067015249
41,11,2,-2.89402880902488,-2.77101391586393
41,11,2,-0.135871813398292,-0.877338367995587
42,11,1,-1.322662176012,-1.10362233845549
42,11,2,-0.347390309524228,-0.295625918774849
42,11,2,-0.133640286227941,0.946647281282805
43,11,1,-1.52790975061823,-0.650282063622062
43,11,2,0.236798485532353,-0.394546154993116
43,11,2,0.786314808844597,-0.86208017530243
44,11,1,-1.07342469663389,-0.527841991202167
44,11,2,0.79420174991721,0.351788525588361
44,11,2,1.19154806571924,-0.747022373821028
45,11,1,-1.67656642571892,-1.44932286333041
45,11,2,1.49720501988251,1.88242008831898
45,11,2,1.32367002853357,0.979628204314443
46,11,1,1.05832618765016,0.463328913857471
46,11,2,-0.0230031240869686,0.39859176327873
46,11,2,1.41075973650038,0.649890289537776
47,11,1,-0.230838128274598,-0.287671543725725
47,11,2,-0.826634022122155,-0.925365676289935
47,11,2,-0.934307077814783,-1.73345093311821
48,11,1,0.950521263411612,1.46111993205854
48,11,2,0.00234704124320603,-0.177624387053557
48,11,2,0.456076732262197,-0.804981532029595
49,11,1,2.36970574166314,2.28779001175405
49,11,2,1.85992539366093,0.816938525587411
49,11,2,0.445072200371668,0.947460609310134
50,11,1,0.0284043586796276,0.266179789748437
50,11,2,-0.226700239623831,0.357006250644462
50,11,2,-0.837727292995476,-0.370898292150547
1,12,1,0.978175505382025,0.33759932965699
1,12,2,-1.3033848535622,-1.94440438505673
1,12,2,1.81807855332123,1.99708516096969
2,12,1,1.35087525225404,1.5947235408793
2,12,2,-1.45999828984567,-0.728773475396203
2,12,2,-2.35662165061677,-0.450215200752023
3,12,1,0.536342065474867,0.586318948673813
3,12,2,0.946608493838275,0.565727531372498
3,12,2,-0.829454495363277,1.02802218915617
4,12,1,-0.337243255747797,-0.971022187180278
4,12,2,-1.32391777147263,-0.544465932089008
4,12,2,-1.18911175839288,-1.24530644981563
5,12,1,-0.558009346607185,-0.713030029730062
5,12,2,0.0774622763699696,-0.109937289500628
5,12,2,1.63610174856056,1.45036963856306
6,12,1,1.14768571186003,1.22278995604131
6,12,2,1.7133252556497,1.09661069445237
6,12,2,1.03909153627509,0.293120008917866
7,12,1,0.630959836828952,0.203105875933544
7,12,2,-0.782362934941182,-1.38500688062592
7,12,2,-2.14758659291043,-1.77718523533601
8,12,1,1.36615683604316,1.1436210163412
8,12,2,0.830636286659124,0.750572089281461
8,12,2,-1.43522987233088,-2.22351069104066
9,12,1,-0.819904078707695,-0.127176408827695
9,12,2,-0.419941949005072,-0.929920454128861
9,12,2,1.00087846361487,1.85610866367304
10,12,1,0.0688051831206656,-0.151793952713656
10,12,2,-1.04116477190156,-0.780776973216511
10,12,2,-0.365795773418896,0.257753452742782
11,12,1,-0.235937499167032,-0.723499645489058
11,12,2,-0.213665830017518,1.46139152892917
11,12,2,-1.34116784406275,-0.586059521280097
12,12,1,0.815928956340138,0.0545181121023037
12,12,2,0.210918663489912,-0.0785814909606572
12,12,2,-1.63512785085884,-1.55112324036026
13,12,1,1.51515364723578,1.38091356027657
13,12,2,-0.503408647571887,0.146170264200163
13,12,2,-0.422071254495505,-1.26169585509256
14,12,1,0.346660185348771,0.212046703583196
14,12,2,-0.921527331690123,-1.85625926074657
14,12,2,-1.15525945554741,0.488709089896167
15,12,1,1.55661017210953,1.57906698731589
15,12,2,0.696190709784546,0.362204246516875
15,12,2,-0.00200911216556068,0.389646795533614
16,12,1,0.846173457175804,1.13597737992277
16,12,2,-1.14362727159146,-1.18840466631216
16,12,2,-0.373802131646587,-0.288057746427827
17,12,1,-0.686980669235485,0.590548296025861
17,12,2,1.86422878051686,0.472412447996565
17,12,2,1.43367164275455,0.662648720448515
18,12,1,0.0162286608702961,-0.324025173021097
18,12,2,-0.0533003066212268,-1.16812347637539
18,12,2,1.55428906293214,0.402816773146911
19,12,1,0.759643134980239,0.542670777817694
19,12,2,-0.263594441585526,-0.321763272866944
19,12,2,-0.521261032937527,0.755297187230105
20,12,1,0.279693800145259,0.424529356275465
20,12,2,0.0246531082624621,1.33220193703099
20,12,2,-0.271287717499938,0.55362809641063
21,12,1,1.62666606501732,1.43061970684818
21,12,2,-1.02581894006627,0.623336910333196
21,12,2,0.00537628049770967,0.00914172864020106
22,12,1,-0.495209448218566,0.0817185265245435
22,12,2,-0.144327646777219,-2.00556902391564
22,12,2,-0.849160399858337,-0.694491081823318
23,12,1,0.0601844285001468,0.441709770734227
23,12,2,0.534851727289292,1.10521183099292
23,12,2,0.804959214066803,-0.0737525948399291
24,12,1,-1.52426505968505,-1.87949434235944
24,12,2,0.795523564702091,1.43185602235806
24,12,2,-0.278696762316157,-0.0516145742807295
25,12,1,1.96248217565543,1.51019965932367
25,12,2,1.36098335336019,1.03024337329742
25,12,2,-0.318754932298082,-0.268732394474809
26,12,1,-0.785925436274535,-0.0118235225926399
26,12,2,-1.10129929818317,0.324225480376047
26,12,2,-0.657072344697462,-0.361118747430931
27,12,1,-0.306042988633802,-0.790121818192251
27,12,2,-0.0181998732550306,0.561886247062546
27,12,2,-0.600169471365242,0.622660661070834
28,12,1,0.930476145035208,1.24316913329045
28,12,2,1.63143935748472,-0.351467843111334
28,12,2,1.64859475561452,1.04529017559441
29,12,1,-0.687587910393165,-0.194615039389193
29,12,2,1.53581554170724,0.422234726071685
29,12,2,0.0909941284243756,-0.533507825177544
30,12,1,0.990923754316702,0.757317155577897
30,12,2,-1.03216363220007,-1.59638800140908
30,12,2,-2.23609367959651,-1.7314236033554
31,12,1,-0.293825253848405,-0.0645916588106401
31,12,2,-0.594374969542419,-0.459500064027875
31,12,2,0.289424223364407,-2.07946054792184
32,12,1,-0.452769678731483,-0.420694155667317
32,12,2,0.621529455709956,-1.20273535972646
32,12,2,-0.0985313539757545,-0.883864216466266
33,12,1,-0.30101520535069,-0.308219041779205
33,12,2,-1.20618347419662,-0.671222173817826
33,12,2,-0.155944072517117,-0.871264293142147
34,12,1,0.250626849441634,0.622513401576849
34,12,2,0.458226707239212,1.2929418116732
34,12,2,0.316117283298589,0.0939372969758677
35,12,1,1.36344604253367,1.18968732981886
35,12,2,-1.6252585937258,-0.622620915222164
35,12,2,0.517050705741859,0.938126194967507
36,12,1,0.0369007106243402,-0.230559036716618
36,12,2,0.508812026317469,-0.175441536782993
36,12,2,-1.51854417656622,-1.17688875068404
37,12,1,-0.0586904645770475,-0.928059396683462
37,12,2,0.926233244112298,1.13058287149788
37,12,2,1.20205578670046,1.10058470642776
38,12,1,1.19968088081445,0.901614361584655
38,12,2,1.68400564223424,-0.291214480384559
38,12,2,-1.19965864289236,-0.913856433271479
39,12,1,0.593207625419822,0.993565900925717
39,12,2,0.28572324424865,1.29968752556467
39,12,2,0.334938279242798,0.473244678536733
40,12,1,-2.14772065401649,-2.43958085875284
40,12,2,0.284144824328287,-1.38542099251809
40,12,2,-0.145064124342101,-0.860778588770866
41,12,1,-0.263323245520952,-0.628938017508819
41,12,2,0.493213398194767,1.53032694389648
41,12,2,1.05968725419447,0.923095911065446
42,12,1,-0.12588265180008,-0.0735504012490566
42,12,2,0.301181103195876,-0.939718447929076
42,12,2,1.12326348760872,-0.0256751453663379
43,12,1,-1.39011707556815,-0.727341286752347
43,12,2,-0.990623841541606,-1.64634896759784
43,12,2,0.361900481922498,0.501657802858344
44,12,1,0.478220159790941,0.51795464318101
44,12,2,-0.0679850997644174,-0.509930571134904
44,12,2,-1.11503394612671,0.226699298684095
45,12,1,-0.987926745683937,-0.836751269620932
45,12,2,-0.789875979764921,-1.01676170667656
45,12,2,0.255090327429588,-0.220493387481803
46,12,1,-1.27025567324707,-1.56520618366099
46,12,2,0.284719170374239,-0.309020657621752
46,12,2,0.498161992719408,0.177841118419811
47,12,1,0.383136187194342,0.0103632227528435
47,12,2,-0.18411458395598,0.0290008471399981
47,12,2,0.507706993787113,0.830935131537454
48,12,1,0.552813672646399,-0.105634076665238
48,12,2,-0.29469063853457,0.179152374736974
48,12,2,-0.115117112573781,-1.1490025365072
49,12,1,0.187652675047572,1.00418420663467
49,12,2,0.574147561513804,2.08999649437084
49,12,2,-0.966128260668726,0.157074116877967
50,12,1,0.978746953015457,0.417134222910735
50,12,2,0.465858628758755,-2.12014615851161
50,12,2,1.62746920107509,0.372925286588594
1,13,1,1.63011236269066,1.62719715670484
1,13,2,1.82529318857344,1.65939802786619
1,13,2,-0.854620545774289,-1.65024942382047
2,13,1,-1.2972829299376,-0.495007468454016
2,13,2,-0.0750619669236218,-0.40619569062539
2,13,2,0.0102974941465844,0.696131992448328
3,13,1,0.749031914532591,0.28923513343357
3,13,2,0.70892970445647,0.0705498922881189
3,13,2,1.27320072839579,1.14341609359153
4,13,1,-0.280195994447347,-0.236656583813534
4,13,2,-1.36673786873868,-1.19247664356657
4,13,2,0.54531432975905,0.936602487319282
5,13,1,-1.77698439246337,-1.62569909558972
5,13,2,0.600281129368569,0.930979124297863
5,13,2,-0.601787550491473,-0.479445878300165
6,13,1,2.25419269714339,2.08274949456619
6,13,2,0.356099047871793,-0.130795023686589
6,13,2,-0.854620137825033,-0.583351920046475
7,13,1,-0.530012565518356,0.373301566259007
7,13,2,-0.799816743437322,-0.348553866713525
7,13,2,-0.666456236022706,-0.78740008546857
8,13,1,-0.0197343808417632,0.711390103436147
8,13,2,-3.06185003249468,-1.42299694833249
8,13,2,-0.533204186450627,-1.76887567862982
9,13,1,0.301569489783162,-0.187015299752965
9,13,2,-0.723409565565679,-0.691094775497645
9,13,2,-1.87434379903048,-2.46781261893737
10,13,1,-0.118836347773156,0.765467196691954
10,13,2,-0.979500833421867,-0.979532163857214
10,13,2,0.577672666342289,1.92220824099837
11,13,1,-0.326921384149327,-0.060211045945613
11,13,2,0.3327002037147,-0.361388153897632
11,13,2,0.348269418740358,0.409633611660592
12,13,1,0.524934973646771,0.484833689258124
12,13,2,0.805688573137857,1.94195506411962
12,13,2,-1.69879416535104,-0.214559787624013
13,13,1,0.0277895824277193,-0.25203738739205
